timestamp,frame_id,child_frame_id,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz
2.541344764,map,ego_vehicle,11.899999618530273,4.699999809265137,0.88239985704422,0.0,0.0,0.7071067341080643,0.7071068282650276,0.0,-0.0,-1.470000147819519,0.0,-0.0,-0.0
2.591344765,map,ego_vehicle,11.899999618530273,4.699999809265137,0.7941998243331909,0.0,0.0,0.7071067341080643,0.7071068282650276,0.0,-0.0,-1.9600002765655518,0.0,-0.0,-0.0
2.641344766,map,ego_vehicle,11.899999618530273,4.699999809265137,0.6814998984336853,0.0,0.0,0.7071067341080643,0.7071068282650276,0.0,-0.0,-2.450000286102295,0.0,-0.0,-0.0
2.691344766,map,ego_vehicle,11.899999618530273,4.699999809265137,0.5442997217178345,0.0,0.0,0.7071067341080643,0.7071068282650276,0.0,-0.0,-2.93999981880188,0.0,-0.0,-0.0
2.741344767,map,ego_vehicle,11.899999618530273,4.699999809265137,0.38259968161582947,0.0,0.0,0.7071067341080643,0.7071068282650276,0.0,-0.0,-3.429999351501465,0.0,-0.0,-0.0
2.791344768,map,ego_vehicle,11.899999618530273,4.699999809265137,0.1963997185230255,0.0,0.0,0.7071067341080643,0.7071068282650276,0.0,-0.0,-3.9199986457824707,0.0,-0.0,-0.0
2.841344769,map,ego_vehicle,11.899999618530273,4.699999809265137,0.0051795197650790215,0.0,0.0,0.7071067341080643,0.7071068282650276,-7.487897532813147e-07,1.2229401263876468e-05,-3.087960720062256,-1.903341758014532e-05,2.328683564096926e-05,2.087236929395288e-10
2.891344769,map,ego_vehicle,11.90000057220459,4.700000286102295,-0.08497413247823715,0.0,0.0,0.7071067341080643,0.7071068282650276,-1.4304437253353493e-07,1.90571527496746e-06,-1.2322055101394653,-3.6897760431889614e-06,4.928883910973571e-06,-5.701461292071356e-11
2.941344770,map,ego_vehicle,11.899741172790527,4.700858116149902,-0.06654521822929382,0.00016170704692144685,-0.0014719907308247161,0.7071067084872159,0.7071053032657123,-0.002022923425639378,0.016123537983030338,0.2187832133681107,-0.039079063549443814,0.03371312684807041,6.438980691930963e-05
2.991344771,map,ego_vehicle,11.899673461914062,4.701097011566162,-0.05421142280101776,0.0002519121814852758,-0.0018356238545935582,0.7071065641803729,0.707104570709556,-0.0006231786256139041,0.0008858488856906967,0.26024819527628906,-0.001175332831869805,-0.0022069553535648597,3.740946174630328e-06
3.41344772,map,ego_vehicle,11.899640083312988,4.700981140136719,-0.04154094681143761,0.00026124775963022476,-0.0016039203131435198,0.7071065156961043,0.7071051793399284,-6.0644558945752906e-05,-0.002302448380570766,0.24054129571895264,0.009267006846635228,-0.008233767442860387,-1.6130966776657285e-05
3.91344772,map,ego_vehicle,11.899625778198242,4.7007880210876465,-0.030536269769072533,0.000221459073893185,-0.001275260727953494,0.7071067611069424,0.707105616625129,0.00014636484699627857,-0.002625257526528148,0.19941031024285988,0.010559153882190262,-0.007813855598576745,-1.4594452742934327e-05
3.141344773,map,ego_vehicle,11.899622917175293,4.700606346130371,-0.021728286519646645,0.00017057382429959043,-0.0009791923959948383,0.7071066210626111,0.7071062427501534,0.00020236011673809712,-0.002300444787098526,0.1555239882465929,0.009164583335586464,-0.006310698819714169,-9.732255546238016e-06
3.191344774,map,ego_vehicle,11.89962100982666,4.700457572937012,-0.015011672861874104,0.00012466285729909526,-0.0007412021027480436,0.7071067693434009,0.7071063935698455,0.00019718472929929894,-0.0018761519980847502,0.1166348912740419,0.0072731173839929684,-0.0048852465275871105,-5.887450823260049e-06
3.241344775,map,ego_vehicle,11.899622917175293,4.70034122467041,-0.010051880031824112,8.83322847148448e-05,-0.0005576103113171168,0.7071067025617416,0.7071066344338802,0.0001703034870082522,-0.0014867089661216731,0.0851073990303367,0.00555846608328067,-0.0037343492390160835,-3.4224038901925666e-06
3.291344775,map,ego_vehicle,11.89962387084961,4.700254440307617,-0.0064721680246293545,6.152437063464648e-05,-0.0004181909412527523,0.707106563368148,0.7071068726669085,0.00013876362736384092,-0.0011602063911530995,0.06086279047291566,0.004175687826730229,-0.0028418854667304006,-1.9541734626606513e-06
3.341344776,map,ego_vehicle,11.899625778198242,4.700189113616943,-0.003932761959731579,4.21893694670215e-05,-0.0003133613689604191,0.707106617594981,0.7071068740848832,0.0001092864694952534,-0.0008977248140347967,0.042854103154517015,0.003110124825373201,-0.0021607995729595866,-1.1058409833506187e-06
3.391344777,map,ego_vehicle,11.899627685546875,4.700140476226807,-0.0021551894024014473,2.8428564118656525e-05,-0.00023482062338437077,0.7071067421961656,0.7071067806150756,8.431329345037281e-05,-0.0006908071880359635,0.029802311352490923,0.0023075939745197576,-0.0016420466114196875,-6.2320310176781e-07
3.441344778,map,ego_vehicle,11.899627685546875,4.700104713439941,-0.0009240341023541987,1.891660172303027e-05,-0.00017597040321518605,0.7071067592905734,0.7071067809335179,6.41789079772097e-05,-0.0005289498943713872,0.020517816041821693,0.0017089075592401886,-0.0012459050403109539,-3.5037224520402474e-07
3.491344778,map,ego_vehicle,11.899628639221191,4.700078010559082,-7.881164492573589e-05,1.2417742605909023e-05,-0.00013180875982571637,0.707106768901593,0.7071067810775116,4.84090100146788e-05,-0.00040405385032926287,0.014007010305834294,0.0012642846229102159,-0.0009478159110672984,-1.9668370060210785e-07
3.541344779,map,ego_vehicle,11.899629592895508,4.7000579833984375,0.0004972839378751814,8.016403720617544e-06,-9.878370015280134e-05,0.7071067272079613,0.7071068282195864,3.6291900807030275e-05,-0.00030842610960701914,0.009496920948613511,0.0009350713588722107,-0.0007202125155516617,-1.1022718664286046e-07
3.591344780,map,ego_vehicle,11.899629592895508,4.700043201446533,0.0008876037318259478,4.883982377179028e-06,-7.418349526040538e-05,0.7071067302167209,0.7071068282481605,2.707736893106885e-05,-0.00023491249180175364,0.00639793428578814,0.0006911736566967899,-0.0005460529634564633,-6.174020664806119e-08
3.641344781,map,ego_vehicle,11.89963150024414,4.700032711029053,0.0011506652226671576,2.9702536730755606e-06,-5.569815122792884e-05,0.7071067319144183,0.707106828258789,2.014700448661076e-05,-0.0001791065151695892,0.004288747066639557,0.0005109341845548665,-0.0004158015646295519,-3.4476860702809746e-08
