11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699966,0.001157
11.399493,133.699036,0.001136
11.399518,133.701614,0.001290
11.399316,133.750580,0.001405
11.399353,133.876083,0.001426
11.399377,134.088547,0.001403
11.399575,134.396500,0.001380
11.399816,134.798477,0.001379
11.400112,135.289993,0.001376
11.400467,135.877625,0.001367
11.400877,136.558548,0.001370
11.401340,137.327301,0.001721
11.401826,138.136658,0.001756
11.402339,138.985519,0.001758
11.402844,139.822998,0.001850
11.403327,140.624741,0.001920
11.403788,141.391693,0.001926
11.404258,142.172073,0.001813
11.404770,143.020752,0.001679
11.405338,143.963165,0.001588
11.405964,145.006760,0.001540
11.406651,146.153931,0.001517
11.407399,147.404312,0.001508
11.408207,148.757843,0.001504
11.409073,150.213684,0.001505
11.409997,151.771790,0.001505
11.410950,153.392441,0.001646
11.411887,154.982773,0.001850
11.412794,156.525803,0.001911
11.413714,158.084686,0.001799
11.414674,159.714233,0.001670
11.415689,161.436890,0.001588
11.416754,163.254456,0.001556
11.417849,165.125870,0.001685
11.418915,166.954865,0.001892
11.419935,168.707306,0.002015
11.420924,170.396133,0.002002
11.421919,172.096268,0.001842
11.422954,173.866409,0.001691
11.424039,175.725342,0.001606
11.425175,177.674942,0.001569
