387.930725,62.842342,0.001345
387.930725,62.842342,0.001345
387.930725,62.842342,0.001345
387.930725,62.842342,0.001627
387.893860,57.761292,0.001632
387.808044,45.753880,0.001514
387.218872,26.691475,0.001785
383.328583,9.200786,0.002582
375.641266,-4.932894,0.010540
363.702332,-14.878750,0.101207
349.161072,-18.105585,0.303626
334.395020,-18.291296,0.556004
316.128601,-17.740931,1.041700
293.974945,-17.003283,1.834123
266.835754,-16.476700,3.108956
235.959747,-15.881998,4.912804
199.900681,-15.188303,7.062097
160.068817,-14.423250,8.984584
118.444412,-13.624072,10.325074
73.166130,-12.766769,10.978485
34.076912,-12.025833,10.998003
-9.175205,-11.204076,10.843307
-58.887939,-10.261851,9.992204
-101.167198,-9.459760,9.223155
-129.938293,-9.305225,8.342240
-155.357178,-9.409941,7.044150
-186.910263,-9.040014,5.408418
-224.480621,-9.593472,3.465334
-267.605804,-10.543286,1.632386
-310.103455,-11.483413,0.494237
-356.223053,-12.506636,0.016859
-394.941467,-13.365870,0.002475
-418.267029,-13.882356,0.002205
-432.448364,-14.399267,0.002266
-433.845215,-14.496355,0.001692
